review,date,rating,name, address
Limited food service. and I was limited in my ability to socialize.,Feb 2| 2021,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Everything was clean |excelent service|the room was confortable,Feb 1| 2021,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Feb 1| 2021,3,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Jan 31| 2021,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Jan 25| 2021,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Nov 20| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Very comfortable,Nov 19| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
I liked the hotel and we come back again but next time hope that there will not be a Trump rally going on that's the only thing that I did not like because they were protesting in front on the hotel that's not good for your business .,Nov 16| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Nov 15| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Very clean but no housekeeping,Nov 15| 2020,3,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Amazing,Nov 1| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
The stay was wonderful.  The front desk staff was helpful in every way,Oct 31| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Love,Oct 30| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 27| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Absolutely perfect| the person at the reception desk Alain was very courteous and everyone was very nice! I recommend this hotel close to everything!,Oct 27| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Nov 20| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Very comfortable,Nov 19| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
I liked the hotel and we come back again but next time hope that there will not be a Trump rally going on that's the only thing that I did not like because they were protesting in front on the hotel that's not good for your business .,Nov 16| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Nov 15| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Very clean but no housekeeping,Nov 15| 2020,3,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Amazing,Nov 1| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
The stay was wonderful.  The front desk staff was helpful in every way,Oct 31| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Love,Oct 30| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 27| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Absolutely perfect| the person at the reception desk Alain was very courteous and everyone was very nice! I recommend this hotel close to everything!,Oct 27| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
When we walked in| my kid looked around and said “Mom| we must be rich to afford this  hotel!” Then the room was so spacious & the shower was amazing & I literally thought maybe I had made some mistake on the booking & checked my invoice. I wish this hotel was in every city!,Oct 13| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Nice hotel but in a bad district.. definitely want to Uber or drive to do anything.. walking from this location is dangerous,Oct 9| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
